EnrStatus,Department,Year,YOG,Grade,CrsNo,Description,SecNo,T1AttTrmGr,T1Grd,T2AttTrmGr,T2Grd,T3AttTrmGr,T3Grd,T4AttTrmGr,T4Grd,Exam,FG,Credit,Credit.1,PotentialCredit,Term,TeacherNum
W07,,2007,2010,9,5101,Algebra 1  I,,,,,,,,,,,B,5,5,,,1
W07,,2008,2010,10,5161,Math 1  I,,,,,,,,,,,N,5,0,,,1
W07,,2015,2018,9,5411,Math 1  CP,,,,,,,,,A-,B-,B+,5,5,,,1
W07,,2015,2018,9,5711,Mathematics 9 CP,,,B+,,A,,B+,,,,,5,,,,1
W07,,2016,2018,10,5421,Math 2  CP,1,,A-,,A-,,B,,B+,C-,B,5,5,,FY,2
W07,,2017,2018,11,5431,Math 3  CP,2,,B+,,A-,,B+,,B,C-,B,5,5,,FY,1
W07,MAT,2018,2018,12,5441,Topics in Pre-Calculus CP,1,,C+,,C-,,D,,C,,C-,5,5,,FY,3
W07,,2011,2015,9,5111,Mathematics 1 Acc,,,B,,C+,,C-,,C-,A,C+,5,5,,,1
W07,,2012,2015,10,5121,Math 2 ACP Acc,,,B,,B-,,B+,,B,A-,B+,5,5,,,1
W07,,2013,2015,11,5131,Math 3 ACP Acc,,,B,,B+,,B,,A,A,A-,5,5,,,1
W07,,2014,2015,12,5081,AP Calculus 4 AB,,,A-,,B,,B,,C+,,B,5,5,,,1
Active,MAT,2023,2026,9,5011,Math 1 H,2,,,Y,A,Y,A,Y,A,B+,A,12,12,,FY,4
Active,MAT,2023,2026,9,5012,Math 1 Accelerated/Honors,2,Y,A,,,,,,,,,12,,,FY,4
W07,,2007,2010,9,5011,Honors Math 1,,,,,,,,,,,B+,5,5,,,1
W07,,2008,2010,10,5021,Honors Math 2,,,,,,,,,,,A,5,5,,,1
W07,,2009,2010,11,5031,Honors Math 3,,,,,,,,,,,A-,5,5,,,1
W07,,2010,2010,12,5041,AP Calculus 4 BC,,,B+,,B+,,B+,,A,,A-,5,5,,,1
W07,,2007,2010,9,5111,Mathematics 1 Acc,,,,,,,,,,,B,5,5,,,1
W07,,2008,2010,10,5121,Mathematics 2 Acc,,,,,,,,,,,C+,5,5,,,1
W07,,2009,2010,11,5131,Mathematics 3 Acc,,,,,,,,,,,C+,5,5,,,1
W07,,2010,2010,12,5141,Introduction to Calculus Acc A,,,B,,B+,,C-,,C-,,C+,5,5,,,1
W07,MAT,2019,2022,9,5011,Math 1 H,1,,A,,A,,A,,A-,A,A,5,5,,FY,5
W07,MAT,2020,2022,10,5021,Math 2 H,8,,A,,A,,P,,,,A,5,5,,FY,6
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,6,,A,,A,,A,0,A,,A,5,5,,FY,7
W07,MAT,2022,2022,12,5041,AP Calculus 4 BC,2,,A,,A,,A,,A,,A,5,5,,FY,6
W07,,2009,2012,9,5111,Mathematics 1 Acc,,,,,,,,,,,B,5,5,,,1
W07,,2010,2012,10,5121,Mathematics 2 Acc,,,B-,,B+,,B+,,B+,C,B,5,5,,,1
W07,,2011,2012,11,5131,Mathematics 3 Acc,,,B+,,B,,B,,A,B,B+,5,5,,,1
W07,,2012,2012,12,5141,Intro to Calculus ACP Acc,,,A-,,A,,A,,A,,A,5,5,,,1
W07,,2013,2016,9,5161,Math 1 ACP,,,A-,,B,,B,,C,B-,B-,5,5,,,1
W07,,2014,2016,10,5171,Math 2 ACP,,,A-,,A-,,A-,,B+,A-,A-,5,5,,,1
W07,,2015,2016,11,5181,Math 3 ACP,,,A,,C,,B,,B-,C-,B-,5,5,,,1
W07,,2016,2016,12,5191,Pre-Calculus ACP,2,,C+,,C+,,C-,,D+,,C,5,5,,FY,8
W07,,2017,2020,9,5011,Math 1 H,1,,A,,A,,A-,,A,C+,A-,5,5,,FY,9
W07,MAT,2018,2020,10,5021,Math 2 H,2,,A,,A-,,A-,,A,A,A-,5,5,,FY,6
W07,MAT,2019,2020,11,5031,Math 3 (Pre-Calculus) H,2,,A-,,A,,B,,A,A-,A-,5,5,,FY,7
W07,MAT,2020,2020,12,5081,AP Calculus 4 AB,3,,A,,A,,P,,,,A,5,5,,FY,10
W07,,2009,2012,9,5011,Honors Math 1,,,,,,,,,,,C,5,5,,,1
W07,,2010,2012,10,5021,Honors Math 2,,,C+,,B-,,B+,,B,C-,B-,5,5,,,1
W07,,2011,2012,11,5031,Honors Math 3,,,A,,B+,,A,,A-,B,A-,5,5,,,1
W07,,2012,2012,12,5041,AP Calculus 4 BC,,,B+,,B+,,B,,B,,B,5,5,,,1
Active,MAT,2021,2024,9,5011,Math 1 H,5,,A,,A,,A,,A,,A,5,12,,FY,11
Active,MAT,2022,2024,10,5021,Math 2 H,9,,A-,,A,,A-,,A,,A,5,12,,FY,12
Active,MAT,2023,2024,11,5031,Math 3 (Pre-Calculus) H,2,Y,A,Y,A-,Y,A,Y,A,A,A,12,12,,FY,13
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,A-,,B+,,B+,,A,C+,B+,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,C+,,B-,,B,,C+,C,B-,5,5,,,1
W07,,2014,2016,11,5181,Math 3 ACP,,,C+,,A,,A-,,A-,C+,A-,5,5,,,1
W07,,2015,2016,12,5191,Pre-Calculus ACP,,,A,,A,,B+,,B,,A-,5,5,,,1
W07,,2008,2010,10,5021,Honors Math 2,,,,,,,,,,,B,5,5,,,1
W07,,2009,2010,11,5031,Honors Math 3,,,,,,,,,,,B,5,5,,,1
W07,,2010,2010,12,5041,AP Calculus 4 BC,,,B,,B-,,B,,B-,,B,5,5,,,1
Active,MAT,2022,2025,9,5161,Math 1 ACP,6,,A-,,A,,A,,A-,,A,5,12,,FY,14
Active,MAT,2023,2025,10,5121,Math 2 ACP Acc,3,Y,A,Y,A,Y,A,Y,A,B+,A,12,12,,FY,15
W07,MAT,2019,2022,9,5161,Math 1 ACP,4,,B,,B-,,B+,,A-,B+,B,5,5,,FY,16
W07,MAT,2020,2022,10,5171,Math 2 ACP,4,,A,,A,,P,,,,A,5,5,,FY,17
W07,MAT,2021,2022,11,5131,Math 3 ACP Accelerated (Pre-Calculus),3,,A,,A,,A,,A,,A,5,5,,FY,18
W07,MAT,2022,2022,12,5081,AP Calculus 4 AB,3,,A-,,B+,,A-,,B-,,B+,5,5,,FY,19
Active,MAT,2022,2025,9,5161,Math 1 ACP,2,,D-,,B,,B,,C+,,C+,5,12,,FY,12
Active,MAT,2023,2025,10,5171,Math 2 ACP,2,Y,A,Y,B-,Y,B,Y,B+,C+,B+,12,12,,FY,20
W07,MAT,2020,2021,11,5181,Math 3 ACP,4,,B-,,A-,,P,,,,P,5,5,,FY,21
W07,MAT,2021,2021,12,5131,Math 3 ACP Accelerated (Pre-Calculus),5,,A,,A,,A,,A,,A,5,5,,FY,22
W07,MAT,2020,2023,9,5401,ELL Math CP,1,,B,,B,,NG,,,,B,5,12,,FY,23
W07,MAT,2022,2023,11,5161,Math 1 ACP,8,,A,,C,,B,,A-,,B+,5,12,,FY,24
W07,MAT,2023,2023,12,5171,Math 2 ACP,3,Y,B,Y,B-,Y,C,N,C+,,B-,12,12,,FY,25
W07,,2009,2012,9,5161,Math 1  I,,,,,,,,,,,B+,5,5,,,1
W07,,2010,2012,10,5171,Math 2 I,,,B,,B-,,B-,,A,B-,B,5,5,,,1
W07,,2011,2012,11,5181,Math 3 I,,,B,,B,,B-,,B-,C,B-,5,5,,,1
W07,,2012,2012,12,5191,Pre-Calculus ACP,,,B+,,B,,,,,,B,2.5,2.5,,,1
W07,,2015,2018,9,5161,Math 1 ACP,,,A,,A,,A,,A,B+,A,5,5,,,1
W07,,2016,2018,10,5121,Math 2 ACP Acc,7,,A-,,B-,,A-,,A-,B,B+,5,5,,FY,5
W07,,2017,2018,11,5131,Math 3 ACP Acc,1,,B+,,B,,B-,,B-,D+,B-,5,5,,FY,26
W07,MAT,2018,2018,12,5141,Intro to Calculus ACP Acc,1,,B+,,A-,,B,,B+,,B+,5,5,,FY,27
W07,,2013,2017,9,5161,Math 1 ACP,,,B-,,C,,C,,C-,C+,C,5,5,,,1
W07,,2015,2017,11,5181,Math 3 ACP,,,C-,,D,,C-,,B,F,C-,5,5,,,1
W07,,2016,2017,12,5191,Pre-Calculus ACP,2,,NF,,NF,,NF,,NF,,N,5,0,,FY,8
Active,MAT,2022,2025,9,5011,Math 1 H,5,,,,,,A,,A,,A,5,12,,FY,11
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,5,,A,,A,,,,,,,5,,,FY,11
Active,MAT,2023,2025,10,5021,Math 2 H,6,Y,A,Y,A,Y,A,Y,A,C-,A,12,12,,FY,28
W07,MAT,2019,2022,9,5011,Math 1 H,4,,A,,B+,,A,,A,A,A,5,5,,FY,3
W07,MAT,2020,2022,10,5021,Math 2 H,6,,A,,A,,P,,,,A,5,5,,FY,15
W07,MAT,2021,2022,11,5031,Math 3 (Pre-Calculus) H,4,,A,,A,,A,,A,,A,5,5,,FY,21
W07,MAT,2022,2022,12,5041,AP Calculus 4 BC,2,,A,,A,,A,,A-,,A,5,5,,FY,6
W07,MAT,2018,2021,9,5011,Math 1 H,3,,A-,,A,,A-,,B+,A,A-,5,5,,FY,29
W07,MAT,2019,2021,10,5021,Math 2 H,2,,A,,A,,A,,A,,A,5,5,,FY,17
W07,MAT,2020,2021,11,5031,Math 3 (Pre-Calculus) H,8,,A-,,A,,P,,,,A-,5,5,,FY,21
W07,MAT,2021,2021,12,5081,AP Calculus 4 AB,1,,A,,A,,A,,A,,A,5,5,,FY,19
W07,,2013,2016,9,5111,Math 1 ACP Acc,,,C+,,B,,B,,B,B-,B,5,5,,,1
W07,,2014,2016,10,5121,Math 2 ACP Acc,,,A-,,B+,,B+,,B+,C,B,5,5,,,1
W07,,2015,2016,11,5131,Math 3 ACP Acc,,,B,,B+,,B+,,A-,B-,B,5,5,,,1
W07,,2016,2016,12,5141,Intro to Calculus ACP Acc,5,,A-,,A-,,B,,B+,,B+,5,5,,FY,30
W07,,2015,2018,9,5011,Math 1 H,,,B,,A-,,A,,B+,A,A-,5,5,,,1
W07,,2016,2018,10,5021,Math 2 H,6,,A-,,A-,,A,,A,B,A-,5,5,,FY,1
W07,,2017,2018,11,5031,Math 3 H,5,,A-,,A,,A-,,A,A,A,5,5,,FY,19
W07,MAT,2018,2018,12,5041,AP Calculus 4 BC,2,,B+,,B,4,A-,3,B,,B+,5,5,,FY,23
W07,,2017,2019,10,5171,Math 2 ACP,2,,B+,,B-,,B+,,B+,B,B,5,5,,FY,31
W07,MAT,2018,2019,11,5181,Math 3 ACP,5,,A-,,B+,,A,,B+,B+,A-,5,5,,FY,32
W07,MAT,2019,2019,12,5191,Pre-Calculus ACP,4,,B+,,B-,,B-,,B+,,B,5,5,,FY,15
W07,MAT,2019,2022,9,5411,Math 1  CP,2,,B-,,D-,,C,,D+,F,D+,5,5,,FY,33
W07,MAT,2020,2022,10,5421,Math 2  CP,2,,C-,,D,,,,,,,5,,,FY,34
W07,,2012,2016,9,5011,Honors Math 1,,,B,,,,,,,,,5,,,,1
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,,,A,,A,,A-,A,A,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,A,,A,,A,,B+,A,A-,5,5,,,1
W07,,2014,2016,11,5131,Math 3 ACP Acc,,,A,,A,,A,,A-,B+,A,5,5,,,1
W07,,2015,2016,12,5081,AP Calculus 4 AB,,,A-,,A,,A,,A-,,A,5,5,,,1
W07,,2009,2012,9,5111,Mathematics 1 Acc,,,,,,,,,,,A-,5,5,,,1
W07,,2010,2012,10,5121,Mathematics 2 Acc,,,A,,A-,,A,,A,A,A,5,5,,,1
W07,,2011,2012,11,5131,Mathematics 3 Acc,,,A-,,B,,B+,,B,B+,B+,5,5,,,1
W07,,2012,2012,12,5141,Intro to Calculus ACP Acc,,,A,,A,,A,,B,,A,5,5,,,1
W07,,2011,2015,9,5011,Honors Math 1,,,B,,B+,,B+,,B,A,B+,5,5,,,1
W07,,2012,2015,10,5021,Honors Math 2,,,B+,,B+,,B+,,B-,B-,B,5,5,,,1
W07,,2013,2015,11,5031,Math 3 H,,,B,,B,,B,,B,B,B,5,5,,,1
W07,,2014,2015,12,5081,AP Calculus 4 AB,,,A-,,B+,,C+,,B-,,B,5,5,,,1
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,B+,,A-,,A-,,A,A,A-,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,A-,,A-,,A-,,A-,A,A-,5,5,,,1
W07,,2014,2016,11,5131,Math 3 ACP Acc,,,A,,A,,A,,A-,C+,A,5,5,,,1
W07,,2015,2016,12,5141,Intro to Calculus ACP Acc,,,A,,A,,A,,A,B,A,5,5,,,1
W07,,2012,2016,9,5111,Math 1 ACP Acc,,,B,,B-,,B-,,B-,B-,B-,5,5,,,1
W07,,2013,2016,10,5121,Math 2 ACP Acc,,,B,,B,,B-,,B,D,B-,5,5,,,1
W07,,2014,2016,11,5131,Math 3 ACP Acc,,,B,,B+,,B,,B,D+,B-,5,5,,,1
W07,,2015,2016,12,5141,Intro to Calculus ACP Acc,,,B,,B+,,B+,,B+,,B,5,5,,,1
W07,,2007,2010,9,5111,Mathematics 1 Acc,,,,,,,,,,,C,5,5,,,1
W07,,2008,2010,10,5121,Mathematics 2 Acc,,,,,,,,,,,B-,5,5,,,1
W07,,2009,2010,11,5131,Mathematics 3 Acc,,,,,,,,,,,D-,5,5,,,1
W07,,2010,2010,12,5191,Precalculus I,,,B,,B+,,D,,D+,D,C,5,5,,,1
Active,MAT,2023,2026,9,5161,Math 1 ACP,5,Y,A-,Y,B,Y,A,Y,B+,C+,B+,12,12,,FY,10
W07,,2010,2013,9,5111,Mathematics 1 Acc,,,A,,A,,A-,,A,A,A,5,5,,,1
W07,,2011,2013,10,5121,Mathematics 2 Acc,,,A,,A,,A-,,B+,A,A,5,5,,,1
W07,,2012,2013,11,5131,Math 3 ACP Acc,,,A,,B+,,A-,,A-,B+,A-,5,5,,,1
W07,,2013,2013,12,5141,Intro to Calculus ACP Acc,,,A-,,A,,A-,,A,,A,5,5,,,1
W07,,2010,2013,9,5111,Mathematics 1 Acc,,,A,,A,,A-,,B,A,A-,5,5,,,1
W07,,2011,2013,10,5121,Mathematics 2 Acc,,,B,,B,,B,,B,B,B,5,5,,,1
W07,,2012,2013,11,5131,Math 3 ACP Acc,,,A,,A-,,A-,,A,B,A-,5,5,,,1
W07,,2013,2013,12,5141,Intro to Calculus ACP Acc,,,A-,,A,,B+,,A,,A,5,5,,,1
W07,,2008,2011,9,5111,Mathematics 1 Acc,,,,,,,,,,,A-,5,5,,,1
W07,,2009,2011,10,5121,Mathematics 2 Acc,,,,,,,,,,,A-,5,5,,,1
W07,,2010,2011,11,5131,Mathematics 3 Acc,,,A-,,A,,A-,,A,A,A,5,5,,,1
W07,,2011,2011,12,5141,Introduction to Calculus Acc A,,,A,,A,,A-,,C+,,A-,5,5,,,1
W07,MAT,2020,2023,9,5111,Math 1 ACP Acc,7,,A,,A,,P,,,,A,5,12,,FY,22
W07,MAT,2021,2023,10,5121,Math 2 ACP Acc,7,,A,,A,,A,,A,,A,5,12,,FY,12
W07,MAT,2022,2023,11,5131,Math 3 ACP Accelerated (Pre-Calculus),7,,A,,A,,A,,B-,,A,5,12,,FY,26
W07,MAT,2023,2023,12,5141,Intro to Calculus ACP Acc,1,Y,A,Y,A-,Y,A-,Y,A-,,A-,12,12,,FY,35
W07,,2015,2018,9,5161,Math 1 ACP,,,A-,,A-,,A,,A,A-,A,5,5,,,1
W07,,2016,2018,10,5171,Math 2 ACP,1,,B-,,A-,,A,,A,B,A,5,5,,FY,36
W07,,2017,2018,11,5181,Math 3 ACP,2,,A,,A,,A,,A,B,A,5,5,,FY,1
W07,MAT,2018,2018,12,5191,Pre-Calculus ACP,4,,A,,A,,A,,A,,A,5,5,,FY,37
W07,,2016,2019,9,5161,Math 1 ACP,5,,A,,A-,,A-,,A-,B,A-,5,5,,FY,31
W07,,2017,2019,10,5121,Math 2 ACP Acc,3,,C,,B,,B,,B-,B-,B-,5,5,,FY,32
W07,MAT,2018,2019,11,5131,Math 3 ACP Acc,4,,C+,,C+,,C+,,B,C,C+,5,5,,FY,26
W07,MAT,2019,2019,12,5141,Intro to Calculus ACP Acc,5,,A-,,A-,,B+,,B,,B+,5,5,,FY,30
Active,MAT,2022,2025,9,5411,Math 1  CP,8,,,,,,,,,,,5,,,FY,14
Active,MAT,2021,2024,9,5161,Math 1 ACP,7,,A,,A,,B,,NG,,B,5,12,,FY,33
Active,MAT,2022,2024,10,5421,Math 2  CP,7,,C+,,F,,F,,D+,,F,5,0,,FY,20
Active,MAT,2023,2024,11,5431,Math 3  CP,2,Y,B,N,C+,N,B,N,B+,B,B,12,3,3,FY,38
Active,MAT,2022,2025,9,5011,Math 1 H,13,,,,,,A,,A,,A,5,12,,FY,3
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,13,,A-,,A,,,,,,,5,,,FY,3
Active,MAT,2023,2025,10,5021,Math 2 H,8,Y,A,Y,A,Y,A,Y,A,B+,A,12,12,,FY,29
W02,MAT,2020,2023,9,5411,Math 1  CP,3,,B,,C+,,P,,,,B-,5,12,,FY,39
W02,MAT,2021,2023,10,5171,Math 2 ACP,2,,B,,B,,B,,P,,B,5,12,,FY,29
W02,MAT,2021,2024,9,5161,Math 1 ACP,4,,B,,B,,B,,P,,B,5,5,,FY,40
W07,MAT,2019,2022,9,5161,Math 1 ACP,1,,B-,,A,,B,,B,C,B,5,5,,FY,41
W07,MAT,2020,2022,10,5171,Math 2 ACP,1,,A-,,A-,,P,,,,A-,5,5,,FY,29
W07,MAT,2021,2022,11,5181,Math 3 ACP,5,,A,,A,,A,,A,,A,5,5,,FY,42
W07,MAT,2022,2022,12,5191,Trigonometry & Statistics ACP,3,,A,,A,,B+,,B,,A-,5,5,,FY,3
Active,MAT,2022,2025,9,5161,Math 1 ACP,7,,C-,,C,,,,,,,5,,,FY,43
Active,MAT,2022,2025,9,5411,Math 1  CP,3,,,,,,B-,,D,,C,5,12,,FY,43
Active,MAT,2023,2025,10,5421,Math 2  CP,6,Y,B,Y,C,Y,B+,Y,C-,D-,C+,12,12,,FY,25
W07,,2013,2016,9,5411,Math 1  CP,,,B-,,B,,C+,,A-,B-,B,5,5,,,1
W07,,2014,2016,10,5421,Math 2  CP,,,A-,,B+,,B,,B+,A-,B+,5,5,,,1
W07,,2015,2016,11,5431,Math 3  CP,,,A,,A,,A,,A-,C+,A-,5,5,,,1
W07,,2016,2016,12,5191,Pre-Calculus ACP,2,,C+,,B,,C+,,D+,,C+,5,5,,FY,8
W07,,2014,2017,9,5111,Math 1 ACP Acc,,,A,,A,,A-,,B+,A,A,5,5,,,1
W07,,2015,2017,10,5121,Math 2 ACP Acc,,,A,,A,,A,,A,A-,A,5,5,,,1
W07,,2016,2017,11,5131,Math 3 ACP Acc,4,,A,,A,,A-,,B-,C,B+,5,5,,FY,44
W07,,2017,2017,12,5141,Intro to Calculus ACP Acc,2,,A,,A-,,A-,,A,,A,5,5,,FY,27
W07,,2016,2019,9,5161,Math 1 ACP,4,,A,,B+,,A,,A-,A-,A-,5,5,,FY,6
W07,,2017,2019,10,5171,Math 2 ACP,1,,A-,,A,,A,,A-,B-,A-,5,5,,FY,31
W07,MAT,2018,2019,11,5181,Math 3 ACP,3,,A,,A,,B,,B-,B,B+,5,5,,FY,21
W07,MAT,2019,2019,12,5191,Pre-Calculus ACP,5,,B-,,C-,,D-,,C-,,C-,5,5,,FY,15
Active,MAT,2023,2026,9,5411,Math 1  CP,2,Y,A-,Y,A,Y,B-,Y,B+,C,B,12,12,,FY,43
Active,MAT,2022,2025,9,5011,Math 1 H,6,,,,,,A,,A,,A,5,12,,FY,11
Active,MAT,2022,2025,9,5012,Math 1 Accelerated/Honors,6,,A,,A-,,,,,,,5,,,FY,11
Active,MAT,2023,2025,10,5021,Math 2 H,5,Y,A,Y,A,Y,A-,Y,B,B+,A-,12,12,,FY,28
W07,,2010,2013,9,5161,Math 1 I,,,C-,,C+,,C+,,B-,C,C,5,5,,,1
W07,,2011,2013,10,5171,Math 2 I,,,B-,,C,,C,,C-,B-,C+,5,5,,,1
W07,,2012,2013,11,5181,Math 3 ACP,,,C+,,C,,D+,,C,D,C-,5,5,,,1
W07,,2017,2020,9,5161,Math 1 ACP,3,,B+,,B+,,B,,B,C,B,5,5,,FY,1
W07,MAT,2018,2020,10,5171,Math 2 ACP,3,,C+,,C,,C,,C+,F,C,5,5,,FY,40
W07,MAT,2019,2020,11,5181,Math 3 ACP,1,,C+,,C-,,C,,C-,F,C-,5,5,,FY,32
W07,MAT,2020,2020,12,5191,Trigonometry & Statistics ACP,4,,C,,B-,,P,,,,C+,5,5,,FY,14
W07,,2008,2011,9,5111,Mathematics 1 Acc,,,,,,,,,,,C+,5,5,,,1
W07,,2009,2011,10,5821,Math 2  I (Simms),,,,,,,,,,,B+,5,5,,,1
W07,,2010,2011,11,5831,Math 3  Simms I,,,B,,B,,C,,C,B-,B-,5,5,,,1
W07,,2011,2011,12,5841,Math Simms PreCalc I,,,A-,,A,,B-,,A-,,A-,5,5,,,1
W07,MAT,2019,2022,9,5111,Math 1 ACP Acc,7,,B,,A-,,B,,C+,A-,B,5,5,,FY,45
W07,MAT,2020,2022,10,5121,Math 2 ACP Acc,3,,C-,,C+,,P,,,,P,5,5,,FY,15
W07,MAT,2021,2022,11,5131,Math 3 ACP Accelerated (Pre-Calculus),8,,A,,A,,A,,A,,A,5,5,,FY,31
W07,MAT,2022,2022,12,5141,Intro to Calculus ACP Acc,2,,A-,,C+,,B,,C-,,B-,5,5,,FY,30
W07,MAT,2019,2022,9,5111,Math 1 ACP Acc,5,,A-,,B-,,A-,,A,A,A-,5,5,,FY,22
W07,MAT,2020,2022,10,5121,Math 2 ACP Acc,4,,B-,,B,,P,,,,B,5,5,,FY,9
W07,MAT,2021,2022,11,5131,Math 3 ACP Accelerated (Pre-Calculus),6,,A,,A,,A,,A,,A,5,5,,FY,22
W07,MAT,2022,2022,12,5141,Intro to Calculus ACP Acc,3,1,A-,2,B,1,B+,3,B-,,B+,5,5,,FY,35
W07,MAT,2018,2021,9,5111,Math 1 ACP Acc,3,,B,,B,2,B+,,B+,,B,5,5,,FY,12
W07,MAT,2019,2021,10,5121,Math 2 ACP Acc,4,,B-,,C,,B+,,B,B+,B,5,5,,FY,32
W07,MAT,2020,2021,11,5131,Math 3 ACP Accelerated (Pre-Calculus),5,,A-,,B-,,P,,,,B,5,5,,FY,44
W07,MAT,2021,2021,12,5141,Intro to Calculus ACP Acc,2,,A,,B,,B,,A,,A,5,5,,FY,7
W07,,2014,2017,9,5111,Math 1 ACP Acc,,,B,,D+,,B-,,C+,C,C+,5,5,,,1
W07,,2015,2017,10,5121,Math 2 ACP Acc,,,B,,,,,,,,,5,,,,1
W07,,2017,2017,12,5191,Pre-Calculus ACP,3,,A,,A,,A-,,A,,A,5,5,,FY,37
W07,,2013,2016,9,5111,Math 1 ACP Acc,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2014,2016,10,5121,Math 2 ACP Acc,,,A-,,A-,,A,,A,A-,A,5,5,,,1
W07,,2015,2016,11,5131,Math 3 ACP Acc,,,A-,,A-,,A-,,A-,C,B+,5,5,,,1
W07,,2016,2016,12,5081,AP Calculus 4 AB,3,,C+,,B+,,B+,,B+,,B,5,5,,FY,13
W07,MAT,2019,2021,10,5121,Math 2 ACP Acc,1,,A-,,A,,A,,A,A,A,5,5,,FY,46
W07,MAT,2020,2021,11,5031,Math 3 (Pre-Calculus) H,7,,B,,B+,,P,,,,B,5,5,,FY,21
W07,MAT,2021,2021,12,5081,AP Calculus 4 AB,2,,A,,A,,A,,A,,A,5,5,,FY,19
W13,MAT,2019,2023,9,5411,Math 1  CP,1,,A-,,B+,,B,,ND+,B,B,5,5,,FY,20
W13,MAT,2020,2023,10,5421,Math 2  CP,5,1,D,7,F,,P,,,,D-,5,12,,FY,35
W13,MAT,2021,2023,11,5431,Math 3  CP,3,,B,,P,,P,,NG,,P,5,12,,FY,21
W07,MAT,2022,2022,12,5081,AP Calculus 4 AB,5,,B+,,A,,A,,A,,A,5,5,,FY,13
W07,,2009,2012,9,5111,Mathematics 1 Acc,,,,,,,,,,,A-,5,5,,,1
W07,,2010,2012,10,5121,Mathematics 2 Acc,,,A-,,B+,,A-,,A-,A-,A-,5,5,,,1
W07,,2011,2012,11,5131,Mathematics 3 Acc,,,A,,A,,A-,,A-,A,A,5,5,,,1
W07,,2012,2012,12,5141,Intro to Calculus ACP Acc,,,A,,A,,A,,A,,A,5,5,,,1
W07,,2011,2015,9,5111,Mathematics 1 Acc,,,,,P,,B-,,B,C,C+,5,5,,,1
W07,,2011,2015,9,5161,Math 1 I,,,B+,,,,,,,,,5,,,,1
W07,,2012,2015,10,5121,Math 2 ACP Acc,,,B-,,B,,C-,,D,B-,C,5,5,,,1
W07,,2013,2015,11,5131,Math 3 ACP Acc,,,B,,A,,N,,C,C+,B-,5,5,,,1
W07,,2014,2015,12,5141,Intro to Calculus ACP Acc,,,A-,,B+,,B,,A-,,B+,5,5,,,1
W07,,2013,2016,9,5011,Math 1 H,,,C,,B,,B,,A-,A,B+,5,5,,,1
W07,,2014,2016,10,5021,Math 2 H,,,B,,B+,,A-,,A,B+,B+,5,5,,,1
W07,,2015,2016,11,5031,Math 3 H,,,A,,A,,A,,A,A,A,5,5,,,1
W07,,2016,2016,12,5041,AP Calculus 4 BC,2,,A,,A,,A,,A,,A,5,5,,FY,35
W07,,2015,2018,9,5011,Math 1 H,,,B,,A-,,A-,,A,B+,A-,5,5,,,1
W07,,2016,2018,10,5021,Math 2 H,2,,A,,A-,,A,,A,A-,A,5,5,,FY,30
W07,,2017,2018,11,5031,Math 3 H,6,,A,,A,,A,,A-,A,A,5,5,,FY,19
W07,MAT,2018,2018,12,5041,AP Calculus 4 BC,1,,A,,A,,A,,A,,A,5,5,,FY,35
W07,,2008,2011,9,5111,Mathematics 1 Acc,,,,,,,,,,,A,5,5,,,1
W07,,2009,2011,10,5121,Mathematics 2 Acc,,,,,,,,,,,A-,5,5,,,1
W07,,2010,2011,11,5131,Mathematics 3 Acc,,,A,,A,,B,,C,B+,B+,5,5,,,1
W07,,2011,2011,12,5141,Introduction to Calculus Acc A,,,A,,A-,,A,,A-,,A-,5,5,,,1
W07,,2015,2018,9,5111,Math 1 ACP Acc,,,A,,B+,,B,,C+,B-,B,5,5,,,1
W07,,2016,2018,10,5121,Math 2 ACP Acc,6,,A,,A,,A,,A-,A,A,5,5,,FY,5
W07,,2017,2018,11,5131,Math 3 ACP Acc,7,,B+,,A-,,B,,B-,C+,B,5,5,,FY,47
W07,MAT,2018,2018,12,5141,Intro to Calculus ACP Acc,1,,B,,A-,,B-,,C,,B,5,5,,FY,27
W07,,2011,2015,9,5011,Honors Math 1,,,B+,,A-,,B,,A,B,B+,5,5,,,1
W07,,2012,2015,10,5021,Honors Math 2,,,A-,,B,,B,,B+,C+,B,5,5,,,1
W07,,2013,2015,11,5031,Math 3 H,,,B+,,A,,A,,A,A-,A,5,5,,,1
W07,,2014,2015,12,5081,AP Calculus 4 AB,,,A,,A,,A,,A-,,A,5,5,,,1
W07,MAT,2019,2022,9,5111,Math 1 ACP Acc,1,,A,,A,,A,,A,A-,A,5,5,,FY,48
W07,MAT,2020,2022,10,5121,Math 2 ACP Acc,5,,P,,A,,P,,,,A,5,5,,FY,9
W07,MAT,2021,2022,11,5131,Math 3 ACP Accelerated (Pre-Calculus),2,,A,,A,,A,,A,,A,5,5,,FY,26
